,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4490,Pi Dark [substratum],PERSONALIZATION,4.5,189.0,2100000.0,10000.0,Free,0.0,Everyone,Personalization,2018-03-27,1.1,
4504,Q Actions - Digital Assistant,PRODUCTIVITY,,0.0,0.0,500.0,Free,0.0,Everyone,Productivity,2018-07-20,Varies with device,Varies with device
4520,Q Call,TOOLS,,20.0,16000000.0,1000.0,Free,0.0,Everyone,Tools,2018-07-16,2.100,4.0 and up
4532,R Programming,FAMILY,,2.0,5900000.0,1000.0,Free,0.0,Everyone,Education,2017-11-21,1.0,4.0.3 and up
4537,Learn R Programming Full,BOOKS_AND_REFERENCE,,11.0,9200000.0,5000.0,Free,0.0,Everyone,Books & Reference,2018-01-30,1.5,5.0 and up
4538,R Programming Tutorial,FAMILY,,5.0,2800000.0,1000.0,Free,0.0,Everyone,Education,2017-05-14,1.0,4.0.3 and up
4543,Guide for R Programming,BOOKS_AND_REFERENCE,,0.0,3700000.0,5.0,Free,0.0,Everyone,Books & Reference,2018-05-25,1.0.0,4.1 and up
4546,Learn R Programming,BOOKS_AND_REFERENCE,,0.0,29000000.0,10.0,Free,0.0,Everyone,Books & Reference,2018-04-28,1.0,4.1 and up
4548,R Quick Reference Big Data,BOOKS_AND_REFERENCE,,6.0,3600000.0,1000.0,Free,0.0,Everyone,Books & Reference,2017-05-29,1.2,2.3 and up
4549,Learn R Programming Free EBook,FAMILY,,1.0,5700000.0,50.0,Free,0.0,Everyone,Education,2018-03-23,1.0.0,4.0 and up
4550,RMEduS - 음성인식을 활용한 R 프로그래밍 실습 시스템,FAMILY,,4.0,64000000.0,1.0,Free,0.0,Everyone,Education,2018-07-17,1.0.1,4.4 and up
4551,R Programming Language (Paperset 2) MCQ Quiz,FAMILY,,0.0,3400000.0,10.0,Free,0.0,Everyone,Education,2018-03-19,1.0,4.0.3 and up
4562,Mat|r viewer,PRODUCTIVITY,,5.0,28000000.0,100.0,Free,0.0,Everyone,Productivity,2018-07-27,1.0.5,5.0 and up
4564,Tutorials for R Programming Offline,FAMILY,,2.0,4400000.0,500.0,Free,0.0,Everyone,Education,2017-12-04,1.0,4.0 and up
4565,R Programming Language (Paperset 1) MCQ Quiz,FAMILY,,1.0,3400000.0,10.0,Free,0.0,Everyone,Education,2018-03-19,1.0,4.0.3 and up
4697,FORD V SERIES CALC - NO LIMIT,AUTO_AND_VEHICLES,,2.0,17000000.0,50.0,Paid,9.99,Everyone,Auto & Vehicles,2018-06-25,3.0.0,4.0 and up
4776,iLauncher OS 12 Pro - Phone X,PERSONALIZATION,,3.0,9600000.0,50.0,Paid,2.99,Everyone,Personalization,2018-06-24,1.0.1,4.1 and up
4845,Cardio Z,MEDICAL,,24.0,10000000.0,100.0,Paid,5.99,Everyone,Medical,2017-03-13,1.0.2.1,4.4 and up
4848,Z PIVOT,COMMUNICATION,,0.0,5700000.0,10.0,Paid,19.99,Everyone,Communication,2018-07-11,1.3,4.2 and up
4884,AB Anywhere Mobile Banking,FINANCE,,3.0,11000000.0,500.0,Free,0.0,Everyone,Finance,2018-07-03,4.17.82,4.4 and up
4889,Best Blood Type AB: Food Diet & Personality,LIFESTYLE,,3.0,37000000.0,1000.0,Free,0.0,Everyone,Lifestyle,2018-07-11,1.2,4.0.3 and up
4894,Chatime AB Rewards,FAMILY,,9.0,22000000.0,1000.0,Free,0.0,Everyone,Entertainment,2018-06-22,2.7.0621,4.2 and up
5023,Dashboard AE,AUTO_AND_VEHICLES,,0.0,13000000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,2018-05-16,1255162018,6.0 and up
5029,AE Manager,TOOLS,,0.0,4000000.0,100.0,Free,0.0,Everyone,Tools,2015-06-15,1.0.0,4.0.3 and up
5034,Ivanti AE Agent,BUSINESS,,1.0,2900000.0,1000.0,Free,0.0,Everyone,Business,2018-05-10,11.0.0,4.0.3 and up
5050,Toppen af Danmark,TRAVEL_AND_LOCAL,,8.0,6100000.0,5000.0,Free,0.0,Everyone,Travel & Local,2018-06-28,8.3.0,4.4 and up
5051,AF-STROKE,MEDICAL,,5.0,902000.0,100.0,Paid,5.0,Teen,Medical,2013-12-19,1.3,2.1 and up
5052,i-share AF/KLM (AFKL ishare),SOCIAL,,2.0,53000000.0,100.0,Free,0.0,Teen,Social,2018-07-21,1.16.5,4.1 and up
5056,AF Legendary 2017,BUSINESS,,0.0,11000000.0,50.0,Free,0.0,Teen,Business,2017-09-30,v2.7.11.6,4.1 and up
5059,AzadBazar.af,SHOPPING,,3.0,3700000.0,100.0,Free,0.0,Everyone,Shopping,2018-03-09,1.0,4.0 and up
5061,AF Nutrition - Integratori,HEALTH_AND_FITNESS,,6.0,19000000.0,100.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,1.3,4.1 and up
5068,AF Our Time to Shine,BUSINESS,,0.0,11000000.0,100.0,Free,0.0,Everyone,Business,2017-07-17,v2.7.10.6,4.1 and up
5072,AF Johannesburg,FAMILY,,3.0,11000000.0,100.0,Free,0.0,Everyone,Education,2017-05-02,1.0.3,4.1 and up
5086,Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,,0.0,10000000.0,1000.0,Free,0.0,Everyone,Sports,2017-12-11,1.0,4.0 and up
5088,Ag Weather Tools,WEATHER,,0.0,4600000.0,500.0,Free,0.0,Everyone,Weather,2018-01-09,1.0.1,5.0 and up
5090,Ag Tools,TOOLS,,2.0,18000000.0,1000.0,Free,0.0,Everyone,Tools,2017-09-27,1.0,4.0.3 and up
5093,SOLEM AG,TOOLS,,1.0,51000000.0,1000.0,Free,0.0,Everyone,Tools,2017-09-19,1.0.2,4.0 and up
5096,Elim AG,LIFESTYLE,,7.0,0.0,100.0,Free,0.0,Everyone,Lifestyle,2017-03-31,1.0,4.2 and up
5098,AG Subway Simulator Pro,FAMILY,,0.0,0.0,1000.0,Free,0.0,Everyone,Simulation,2018-07-27,Varies with device,Varies with device
5099,BRL AG,TOOLS,,0.0,52000000.0,100.0,Free,0.0,Everyone,Tools,2017-09-19,1.0.1,4.0 and up
5100,Oklahoma Ag Co-op Council,COMMUNICATION,,0.0,4900000.0,10.0,Free,0.0,Everyone,Communication,2018-07-23,2.2.3,4.0.3 and up
5101,AG Fast Service Automotive,AUTO_AND_VEHICLES,,5.0,1700000.0,100.0,Free,0.0,Everyone,Auto & Vehicles,2018-06-12,1.0.8,4.4 and up
5106,Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,,0.0,5200000.0,1000.0,Free,0.0,Everyone,Books & Reference,2017-06-09,2.0,4.0.3 and up
5107,Ag Trucking Mobile App,PRODUCTIVITY,,0.0,43000000.0,100.0,Free,0.0,Everyone,Productivity,2017-05-17,8.0,4.0.3 and up
5109,Ag Guardian,PRODUCTIVITY,,1.0,2000000.0,100.0,Free,0.0,Everyone,Productivity,2015-12-28,1.0.0,4.0 and up
5110,Wind & Weather Meter for Ag,WEATHER,,3.0,14000000.0,1000.0,Free,0.0,Everyone,Weather,2016-03-14,v1.0,4.3 and up
5111,Ag Across America,FAMILY,,0.0,15000000.0,10.0,Free,0.0,Everyone,Educational;Education,2018-05-15,1.0.0,4.1 and up
5112,Border Ag & Energy,BUSINESS,,0.0,12000000.0,50.0,Free,0.0,Everyone,Business,2018-04-30,2.1,4.3 and up
5113,Ag-Pro Companies,BUSINESS,,0.0,45000000.0,50.0,Free,0.0,Everyone,Business,2018-03-06,2.3.0,4.4 and up
5114,My Ag Report,PRODUCTIVITY,,1.0,3200000.0,50.0,Free,0.0,Everyone,Productivity,2018-06-18,1.2,5.1 and up
5115,Alabama Ag Credit Ag Banking,FINANCE,,0.0,0.0,100.0,Free,0.0,Everyone,Finance,2018-02-09,5.3.4,4.4 and up
5116,AG EMS Tour,FAMILY,,3.0,62000000.0,500.0,Free,0.0,Everyone,Entertainment,2017-05-05,1.35,4.0 and up
5119,AG test,TOOLS,,3.0,18000000.0,100.0,Free,0.0,Everyone,Tools,2017-10-18,1.0.2,4.1 and up
5120,West Central Ag,BUSINESS,,3.0,1700000.0,100.0,Free,0.0,Everyone,Business,2017-01-16,1.2,4.0 and up
5122,Tri-Ag (WV) FCU,FINANCE,,0.0,2900000.0,100.0,Free,0.0,Everyone,Finance,2018-07-03,3.1.10,4.1 and up
5123,Ag PhD Soybean Diseases,BOOKS_AND_REFERENCE,,0.0,5900000.0,1000.0,Free,0.0,Everyone,Books & Reference,2017-05-08,1.0.3,4.0.3 and up
5124,United Ag Cooperative,BUSINESS,,0.0,4200000.0,5.0,Free,0.0,Everyone,Business,2018-04-27,30.0.0,4.4 and up
5126,Michael's AG Sound Board,FAMILY,,0.0,1700000.0,1.0,Paid,0.99,Everyone,Entertainment,2017-12-12,1.1,1.6 and up
5127,Ag-Power,BUSINESS,,0.0,47000000.0,10.0,Free,0.0,Everyone,Business,2018-07-13,2.4.3,4.4 and up
5131,Freeland AH,MEDICAL,,0.0,28000000.0,100.0,Free,0.0,Everyone,Medical,2017-12-18,300000.0.95,4.0.3 and up
5132,MD PAWS AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2018-02-23,300000.0.98,4.0.3 and up
5134,Woodland AH,MEDICAL,,0.0,0.0,50.0,Free,0.0,Everyone,Medical,2018-02-02,300000.0.97,4.0.3 and up
5135,Mukwonago AH,MEDICAL,,1.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2017-06-29,300000.0.85,4.0.3 and up
5136,Angelcare AH,MEDICAL,,0.0,29000000.0,50.0,Free,0.0,Everyone,Medical,2017-10-06,300000.0.91,4.0.3 and up
5140,Sayers AH,MEDICAL,,0.0,29000000.0,50.0,Free,0.0,Everyone,Medical,2018-01-17,300000.0.97,4.0.3 and up
5141,Claus Paws AH,MEDICAL,,1.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2017-12-08,300000.0.94,4.0.3 and up
5142,Denis Brogniart - AH 2 !,FAMILY,,4.0,14000000.0,100.0,Free,0.0,Everyone,Entertainment,2017-10-28,1.0,2.1 and up
5147,Maricopa AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-16,300000.1.11,4.0.3 and up
5152,WAH AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2017-05-03,300000.0.80,4.0.3 and up
5154,San Dimas AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2018-02-18,300000.0.97,4.0.3 and up
5155,Ah Bailar,FAMILY,,10.0,3000000.0,100.0,Free,0.0,Everyone,Entertainment,2018-04-14,1.0,5.0 and up
5157,Boston AH,MEDICAL,,1.0,29000000.0,50.0,Free,0.0,Everyone,Medical,2017-11-30,300000.0.93,4.0.3 and up
5159,Ah !,FAMILY,,3.0,22000000.0,50.0,Free,0.0,Everyone,Entertainment,2017-12-27,1.1.2,5.0 and up
5160,Kay AH GA,MEDICAL,,0.0,29000000.0,1.0,Free,0.0,Everyone,Medical,2018-02-15,300000.0.97,4.0.3 and up
5161,Bayview Hill AH,MEDICAL,,0.0,29000000.0,50.0,Free,0.0,Everyone,Medical,2018-06-06,300000.1.08,4.0.3 and up
5162,Hilltop AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2018-01-10,300000.0.96,4.0.3 and up
5163,Ah Ha Block,FAMILY,,2.0,16000000.0,100.0,Free,0.0,Everyone,Casual,2017-07-09,1.0,4.0 and up
5164,AH Lake Villa,MEDICAL,,3.0,27000000.0,100.0,Free,0.0,Everyone,Medical,2017-04-22,300000.0.78,4.0.3 and up
5165,Ferguson AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2017-07-17,300000.0.86,4.0.3 and up
5166,be'ah,HEALTH_AND_FITNESS,,5.0,5700000.0,10.0,Free,0.0,Everyone,Health & Fitness,2018-03-28,1.0,2.3 and up
5168,Downers Grove AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2018-01-10,300000.0.96,4.0.3 and up
5169,AH! Soundboard,FAMILY,,11.0,2000000.0,100.0,Free,0.0,Everyone,Entertainment,2017-09-21,1.1,4.1 and up
5170,Sherbourne AH,MEDICAL,,1.0,29000000.0,50.0,Free,0.0,Everyone,Medical,2018-02-27,300000.0.98,4.0.3 and up
5171,Cathy AH,TOOLS,,0.0,20000000.0,1.0,Free,0.0,Everyone,Tools,2018-07-16,1.0.4,4.1 and up
5172,Monticello AH,MEDICAL,,0.0,28000000.0,50.0,Free,0.0,Everyone,Medical,2017-05-26,300000.0.84,4.0.3 and up
5174,Forest Crossing AH,MEDICAL,,0.0,29000000.0,10.0,Free,0.0,Everyone,Medical,2018-04-12,300000.1.01,4.0.3 and up
5176,Mitchell AH,MEDICAL,,0.0,29000000.0,50.0,Free,0.0,Everyone,Medical,2018-05-23,300000.1.08,4.0.3 and up
5177,AH of Rocky Hill,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2017-11-24,300000.0.93,4.0.3 and up
5208,ai.Bot Box,PRODUCTIVITY,,0.0,0.0,10000.0,Free,0.0,Everyone,Productivity,2017-03-01,Varies with device,Varies with device
5213,Artificial intelligence,FAMILY,,3.0,1800000.0,100.0,Free,0.0,Everyone,Entertainment,2018-03-05,2.2,4.1 and up
5217,Message AI - Write Better Messages,TOOLS,,0.0,7900000.0,100.0,Paid,2.99,Mature 17+,Tools,2018-07-04,1.3.1,5.0 and up
5218,AI Image Recognizer (beta),PHOTOGRAPHY,,0.0,3700000.0,500.0,Free,0.0,Everyone,Photography,2017-09-13,closed,4.0 and up
5229,AJ+ Beta,NEWS_AND_MAGAZINES,,0.0,0.0,1000.0,Free,0.0,Everyone,News & Magazines,2017-05-04,Varies with device,Varies with device
5231,AJ Reminders,MAPS_AND_NAVIGATION,,0.0,3200000.0,10.0,Free,0.0,Everyone,Maps & Navigation,2018-01-27,1.0,4.2 and up
5232,tournaments and more.aj.2,COMMUNICATION,,0.0,4200000.0,100.0,Free,0.0,Teen,Communication,2017-09-25,4.3,2.3 and up
5234,Aj. Vallbona,NEWS_AND_MAGAZINES,,0.0,22000000.0,10.0,Free,0.0,Everyone,News & Magazines,2018-07-25,4.0,4.4 and up
5240,AJ Concept Group App,HOUSE_AND_HOME,,0.0,17000000.0,10.0,Free,0.0,Everyone,House & Home,2017-07-25,3.0,4.0.3 and up
5243,A.J. Styles HD Wallpapers 2018,PHOTOGRAPHY,,1.0,7600000.0,100.0,Free,0.0,Everyone,Photography,2018-07-26,1.0,4.1 and up
5247,AJ AUTO,AUTO_AND_VEHICLES,,0.0,7700000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,2017-02-27,1.0.0,4.0.3 and up
5249,AJ Nails Supply,SHOPPING,,1.0,6600000.0,100.0,Free,0.0,Everyone,Shopping,2016-08-15,1.0,2.3.3 and up
5250,Aj.Petra,COMMUNICATION,,5.0,14000000.0,100.0,Free,0.0,Everyone,Communication,2017-09-29,1.0.1,4.1 and up
5253,AJ Rafael Music Lyrics,FAMILY,,0.0,8400000.0,50.0,Free,0.0,Everyone 10+,Entertainment,2018-01-03,2.0,4.0.3 and up
5255,AJ and Alyssa,LIFESTYLE,,0.0,475000.0,100.0,Free,0.0,Everyone,Lifestyle,2017-06-01,1.0.0,2.3.3 and up
5256,A.J. Green Wallpapers 4 Fans,LIFESTYLE,,0.0,4300000.0,5.0,Free,0.0,Everyone,Lifestyle,2018-05-26,1.0,4.0 and up
5259,A-J Media Vault,BOOKS_AND_REFERENCE,,1.0,24000000.0,50.0,Free,0.0,Everyone,Books & Reference,2017-01-04,5.62.1,4.0.3 and up
5262,AJ-COMICS,FOOD_AND_DRINK,,0.0,27000000.0,5.0,Free,0.0,Everyone,Food & Drink,2018-07-13,0.1.0,4.4 and up
5264,AJ Tracey Music and Lyrics,FAMILY,,0.0,2700000.0,5.0,Free,0.0,Teen,Entertainment,2018-06-07,1.0,4.0.3 and up
5265,AJ Turquoise Dark Icon Pack,PERSONALIZATION,,0.0,32000000.0,10.0,Paid,0.99,Everyone,Personalization,2018-05-01,1.1,4.1 and up
5266,AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,,0.0,27000000.0,10.0,Free,0.0,Everyone,Maps & Navigation,2018-07-30,1.0.0.0,4.3 and up
5269,AJ Orange Icon Pack,PERSONALIZATION,,0.0,30000000.0,10.0,Paid,0.99,Everyone,Personalization,2018-05-02,1.1,4.1 and up
5270,AJ Wallpapers,PERSONALIZATION,,0.0,3900000.0,100.0,Free,0.0,Everyone,Personalization,2018-05-06,2.0,4.0.3 and up
5271,Aj Di Awaaz,NEWS_AND_MAGAZINES,,9.0,1100000.0,500.0,Free,0.0,Everyone,News & Magazines,2016-09-07,1.0,4.1 and up
5274,AK-47 Simulation and Info,FAMILY,,2.0,18000000.0,100.0,Free,0.0,Everyone,Entertainment,2018-05-05,2.0.0,5.0 and up
5281,AK 47 Assault Rifle Wallpapers,PERSONALIZATION,,1.0,15000000.0,100.0,Free,0.0,Teen,Personalization,2018-02-22,1.0,4.1 and up
5288,AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,,1.0,5800000.0,500.0,Free,0.0,Everyone,Action,2018-05-17,2.0,4.0.3 and up
5289,Ak-47 Wallpapers 2018,PERSONALIZATION,,7.0,4900000.0,500.0,Free,0.0,Everyone,Personalization,2018-03-14,newversion,4.3 and up
5290,Wallpapers New AK 47 Assault Rifle Guns Arms,PERSONALIZATION,,0.0,16000000.0,100.0,Free,0.0,Teen,Personalization,2018-03-10,1.0,4.1 and up
5296,Wallpapers AK 74M,PERSONALIZATION,,0.0,11000000.0,10.0,Free,0.0,Teen,Personalization,2018-04-13,1.0,4.1 and up
5298,Wallpapers AK 12,PERSONALIZATION,,0.0,11000000.0,10.0,Free,0.0,Teen,Personalization,2018-04-12,1.0,4.1 and up
5300,Gun AK 47,FAMILY,,3.0,6200000.0,1000.0,Free,0.0,Everyone,Entertainment,2017-04-18,1.0,2.3 and up
5301,AK Blackjack,GAME,,4.0,7600000.0,1000.0,Free,0.0,Teen,Card,2018-07-30,1.3,4.1 and up
5302,Jigsaw Puzzles AK 74M,PERSONALIZATION,,0.0,4900000.0,10.0,Free,0.0,Mature 17+,Personalization,2018-05-07,1.0,4.0.3 and up
5303,AK-47 guns Sounds,FAMILY,,2.0,5100000.0,100.0,Free,0.0,Everyone,Entertainment,2018-06-28,666,4.0 and up
5307,Ak Parti Yardım Toplama,SOCIAL,,0.0,8700000.0,0.0,Paid,13.99,Teen,Social,2017-07-28,3.4.4.3.3,4.1 and up
5407,AO-EVENT,BUSINESS,,0.0,42000000.0,100.0,Free,0.0,Everyone,Business,2018-05-28,6.2.6,4.1 and up
5414,Gravidez ao Vivo,MEDICAL,,61.0,0.0,1000.0,Paid,2.99,Everyone,Medical,2014-03-11,1.5,2.2 and up
5457,AP Mobile 104,BUSINESS,,0.0,14000000.0,100.0,Free,0.0,Everyone,Business,2017-12-13,1.2.2.0,4.0 and up
5461,Access Point Proximity,TOOLS,,5.0,2300000.0,1000.0,Free,0.0,Everyone,Tools,2018-06-28,2.1.1,5.0 and up
5480,Glanceable Ap Watch Face,PERSONALIZATION,,0.0,11000000.0,5.0,Paid,0.99,Everyone,Personalization,2016-08-14,1.0.103,4.4 and up
5484,AEE AP,PHOTOGRAPHY,,4.0,17000000.0,1000.0,Free,0.0,Everyone,Photography,2018-02-07,1.01,2.2 and up
5486,AP Series Solution Pro,FAMILY,,0.0,7400000.0,0.0,Paid,1.99,Everyone,Education,2017-07-30,1.3,4.0 and up
5494,AQ: First Contact,FAMILY,,0.0,0.0,50000.0,Free,0.0,Everyone,Strategy,2018-07-26,Varies with device,Varies with device
5497,AQ Service,BUSINESS,,4.0,17000000.0,10.0,Free,0.0,Everyone,Business,2017-08-28,1.0,4.4 and up
5498,AQ wisdom +,TOOLS,,0.0,35000000.0,100.0,Free,0.0,Everyone,Tools,2018-03-15,1.0.0,4.0.3 and up
5499,AQ SMS Notify,TOOLS,,0.0,2300000.0,10.0,Free,0.0,Everyone,Tools,2018-04-12,2.5.3,4.1 and up
5500,AQ Math Facts,FAMILY,,1.0,16000000.0,1.0,Paid,2.99,Everyone,Educational,2017-05-17,1.0.3,4.0 and up
5508,AQ Guards,PRODUCTIVITY,,0.0,3200000.0,10.0,Free,0.0,Everyone,Productivity,2018-07-06,2.1.22,4.4 and up
5510,AQ Coach,SPORTS,,0.0,28000000.0,5.0,Free,0.0,Everyone,Sports,2018-05-25,1.1.0,4.4 and up
5511,AQ Dentals,HEALTH_AND_FITNESS,,0.0,12000000.0,10.0,Free,0.0,Everyone,Health & Fitness,2017-12-22,1.0.1,4.1 and up
5513,中国語 AQリスニング,FAMILY,,21.0,17000000.0,5000.0,Free,0.0,Everyone,Education,2016-06-22,2.4.0,4.0 and up
5564,AR Dragon Pet,FAMILY,,0.0,0.0,50000.0,Free,0.0,Everyone,Casual,2017-11-09,Varies with device,Varies with device
5575,"AS - Diario online deportivo. Fútbol, motor y más",NEWS_AND_MAGAZINES,,0.0,6000000.0,50.0,Free,0.0,Everyone,News & Magazines,2018-06-24,7.8,4.1 and up
5669,Top #5 Bσσkie in AU,SPORTS,,0.0,10000000.0,100.0,Free,0.0,Everyone,Sports,2017-12-06,1.0,4.0 and up
5676,news.com.au,NEWS_AND_MAGAZINES,,1.0,3700000.0,100.0,Free,0.0,Everyone,News & Magazines,2018-07-23,1.1,4.0 and up
5677,Media Sosial TNI AU,SOCIAL,,88.0,4300000.0,1000.0,Free,0.0,Everyone,Social,2018-01-24,1.2,2.1 and up
5680,Alerte au gogol,FAMILY,,14.0,2000000.0,1000.0,Free,0.0,Everyone,Entertainment,2018-02-09,1.0.0.0,4.0 and up
5682,Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,,17.0,3700000.0,5000.0,Free,0.0,Everyone,Lifestyle,2017-09-05,1.1,4.0 and up
5683,SMS Au revoir,FAMILY,,17.0,1700000.0,5000.0,Free,0.0,Everyone,Entertainment,2018-01-15,2.0.0,4.0 and up
5687,Romance et Mystères au Lycée,FAMILY,,350.0,6400000.0,10000.0,Free,0.0,Teen,Entertainment,2017-02-23,1.0.0,4.0.3 and up
5688,Au Rubis les bijoutiers,LIFESTYLE,,0.0,10000000.0,100.0,Free,0.0,Everyone,Lifestyle,2018-07-24,1.00.33,4.1 and up
5690,mon guide au bank populaire -infos et instructions,FINANCE,,4.0,1500000.0,1000.0,Free,0.0,Teen,Finance,2018-06-13,2.0,2.3 and up
5694,Gâteau au yaourt,FOOD_AND_DRINK,,38.0,3700000.0,10000.0,Free,0.0,Everyone,Food & Drink,2018-06-09,1.1.2,4.0.3 and up
5713,AV Phone,COMMUNICATION,,4.0,3700000.0,1000.0,Free,0.0,Everyone,Communication,2018-07-09,2.1.9,5.1 and up
5730,AV Anthony's,FOOD_AND_DRINK,,0.0,10000000.0,50.0,Free,0.0,Everyone,Food & Drink,2018-07-11,1.0.136,6.0 and up
5734,Nougat Android 7 Launcher : AW,PERSONALIZATION,,0.0,0.0,100000.0,Free,0.0,Everyone,Personalization,2017-03-17,Varies with device,Varies with device
5739,AW Toolbox,BUSINESS,,3.0,13000000.0,100.0,Paid,19.9,Everyone,Business,2016-12-22,1.6.2,4.0 and up
5742,MediBeat for AW - Android (1),HEALTH_AND_FITNESS,,2.0,0.0,500.0,Free,0.0,Everyone,Health & Fitness,2017-10-24,0.9.16,Varies with device
5750,AW Connect,FAMILY,,0.0,26000000.0,10.0,Free,0.0,Everyone,Education,2018-06-26,3.0.10,4.0.3 and up
5753,AW,FAMILY,,0.0,0.0,5.0,Free,0.0,Everyone 10+,Strategy,2015-08-28,Varies with device,Varies with device
5754,AW CAMERA,TOOLS,,2.0,24000000.0,100.0,Free,0.0,Everyone,Tools,2018-01-30,3.1.1,2.3 and up
5756,Analog and Digital Clock AW-7PRO,TOOLS,,4.0,2700000.0,100.0,Paid,1.99,Everyone,Tools,2018-03-15,2.0,4.3 and up
5757,AW Radio,FAMILY,,1.0,1700000.0,100.0,Free,0.0,Teen,Entertainment,2015-06-24,2,2.2 and up
5762,Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,,21.0,36000000.0,1000.0,Free,0.0,Everyone,News & Magazines,2017-05-31,3.9.4,4.0.3 and up
5771,News.aw,NEWS_AND_MAGAZINES,,1.0,1000000.0,10.0,Free,0.0,Everyone,News & Magazines,2015-07-15,1.0,2.2 and up
5788,Axe Champ Hit,GAME,,1.0,15000000.0,100.0,Free,0.0,Everyone,Arcade,2018-05-25,0.1,4.1 and up
5792,Katalogen.ax,COMMUNICATION,,1.0,172000.0,100.0,Free,0.0,Everyone,Communication,2014-10-02,1.0.0,2.2 and up
5793,Axe,FAMILY,,18.0,24000000.0,1000.0,Free,0.0,Everyone,Simulation,2017-12-01,1.0,4.1 and up
5796,Tips Microsoft Dynamics Ax,PRODUCTIVITY,,1.0,2300000.0,500.0,Free,0.0,Everyone,Productivity,2017-07-08,1.0,4.1 and up
5798,AX Timesheets App for Dynamics,BUSINESS,,0.0,9000000.0,10.0,Free,0.0,Everyone,Business,2018-02-15,1.0.5,4.4 and up
5800,AX Window,TOOLS,,0.0,19000000.0,5.0,Free,0.0,Everyone,Tools,2017-10-10,1.0.2,4.3 and up
5804,INTERACTIVE CALCULUS PRO,FAMILY,,0.0,3300000.0,10.0,Paid,0.99,Everyone,Education,2018-02-22,1.2,4.0.3 and up
5807,Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,,1.0,13000000.0,50.0,Free,0.0,Everyone,Arcade,2018-05-31,1.0.0,4.0 and up
5809,Workflow Approvals App AX 2012,BUSINESS,,2.0,3000000.0,100.0,Free,0.0,Everyone,Business,2018-07-12,1.6(3)-demo,4.0.3 and up
5810,Tips & Tricks Dynamics AX 365,PRODUCTIVITY,,1.0,2200000.0,100.0,Free,0.0,Everyone,Productivity,2017-07-14,1.0,4.0.3 and up
5812,AX Watch for WatchMaker,PERSONALIZATION,,2.0,238000.0,1.0,Paid,0.99,Everyone,Personalization,2017-08-18,1.0,2.3 and up
5816,AX-PIC Pedidos,TOOLS,,1.0,0.0,1000.0,Free,0.0,Everyone,Tools,2018-08-02,Varies with device,Varies with device
5817,AX!OM,LIFESTYLE,,5.0,28000000.0,50.0,Free,0.0,Everyone,Lifestyle,2017-02-16,1.3,4.1 and up
5824,Cyborg AX-001,GAME,,0.0,0.0,50.0,Free,0.0,Everyone 10+,Action,2018-06-25,Varies with device,Varies with device
5832,¡Ay Caramba!,FAMILY,,0.0,549000.0,1.0,Paid,1.99,Everyone,Education,2014-06-13,1.2,3.0 and up
5833,Ay Sabz Gunbad Waly,VIDEO_PLAYERS,,4.0,3900000.0,1000.0,Free,0.0,Everyone,Video Players & Editors,2017-09-11,1.1,4.0 and up
5834,Ay Yıldız - Xperia Live Theme,PERSONALIZATION,,0.0,2900000.0,10.0,Paid,0.99,Everyone,Personalization,2017-12-26,1.0.0,4.4 and up
5835,25 Mins Ako ay may lobo Etc Pinoy Kid Song Offline,FAMILY,,0.0,42000000.0,10.0,Free,0.0,Mature 17+,Entertainment,2018-07-29,3.0,2.3 and up
5837,Ako ay may lobo Pinoy Kid Song Offline,FAMILY,,0.0,9700000.0,1.0,Free,0.0,Mature 17+,Entertainment,2018-07-30,3.0,2.3 and up
5838,Ay Yıldız Analog Saat,PERSONALIZATION,,37.0,1700000.0,1000.0,Free,0.0,Everyone,Personalization,2016-07-21,1.0,4.1 and up
5839,Ay Telekom Oim,LIFESTYLE,,6.0,13000000.0,100.0,Free,0.0,Everyone,Lifestyle,2018-02-17,1.0.2,4.1 and up
