,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
1979,Bubble Shooter 2,GAME,4.3,23043.0,,5000000.0,Free,0.0,Everyone,Arcade,2018-07-25,3.5,4.1 and up
1989,Power Pop Bubbles,GAME,4.4,104303.0,,10000000.0,Free,0.0,Everyone,Arcade,2018-08-02,3.15,4.1 and up
1991,Best Fiends - Free Puzzle Game,GAME,4.6,1480182.0,,10000000.0,Free,0.0,Everyone,Casual,2018-08-02,5.8.1,Varies with device
1992,Hill Climb Racing 2,GAME,4.6,2750645.0,,100000000.0,Free,0.0,Everyone,Racing,2018-08-02,1.17.2,4.2 and up
1995,Bubble Shooter Space,GAME,4.2,4355.0,,1000000.0,Free,0.0,Everyone,Casual,2017-07-17,1.6,2.3 and up
1999,Bowmasters,GAME,4.7,1536349.0,,50000000.0,Free,0.0,Teen,Action,2018-07-23,2.12.5,4.1 and up
2000,Magic Tiles 3,GAME,4.5,592504.0,,50000000.0,Free,0.0,Everyone,Music,2018-08-03,5.13.007,4.1 and up
2002,Marble Woka Woka 2018 - Bubble Shooter Match 3,GAME,4.6,155186.0,,10000000.0,Free,0.0,Everyone,Puzzle,2018-08-03,1.3.35,4.1 and up
2008,Zombie Tsunami,GAME,4.4,4921409.0,,100000000.0,Free,0.0,Everyone 10+,Arcade,2018-06-15,Varies with device,Varies with device
2009,DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638.0,,50000000.0,Free,0.0,Mature 17+,Action,2018-07-23,Varies with device,Varies with device
2010,Word Search,GAME,4.2,344585.0,,50000000.0,Free,0.0,Everyone,Word,2018-07-02,Varies with device,Varies with device
2014,YouTube Kids,FAMILY,4.5,470694.0,,50000000.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-08-03,3.43.3,4.1 and up
2036,Number Counting games for toddler preschool kids,FAMILY,4.3,1024.0,,1000000.0,Free,0.0,Everyone,Educational;Education,2018-05-28,Varies with device,Varies with device
2048,ABC Kids - Tracing & Phonics,FAMILY,4.5,36606.0,,10000000.0,Free,0.0,Everyone,Educational;Education,2018-06-22,Varies with device,4.0 and up
2050,Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997.0,,100000000.0,Free,0.0,Everyone 10+,Casual;Action & Adventure,2018-07-12,Varies with device,Varies with device
2056,Duolingo: Learn Languages Free,FAMILY,4.7,6294400.0,,100000000.0,Free,0.0,Everyone,Education;Education,2018-08-01,Varies with device,Varies with device
2057,Hot Wheels: Race Off,FAMILY,4.5,520609.0,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-28,Varies with device,4.4 and up
2063,DisneyNOW – TV Shows & Games,FAMILY,4.3,82471.0,,5000000.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-07-05,Varies with device,4.4 and up
2076,Happy Street,FAMILY,4.5,110877.0,,1000000.0,Free,0.0,Everyone 10+,Casual;Action & Adventure,2018-03-28,Varies with device,Varies with device
2080,School of Dragons,FAMILY,4.1,530792.0,,10000000.0,Free,0.0,Everyone,Role Playing;Action & Adventure,2018-05-30,Varies with device,Varies with device
2090,Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997.0,,100000000.0,Free,0.0,Everyone 10+,Casual;Action & Adventure,2018-07-12,Varies with device,Varies with device
2093,Hot Wheels: Race Off,FAMILY,4.5,520654.0,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-28,Varies with device,4.4 and up
2094,Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076.0,,100000.0,Free,0.0,Everyone,Sports;Action & Adventure,2018-08-01,1.3.3,4.1 and up
2111,Mcqueen Coloring pages,FAMILY,,65.0,7000000.0,100000.0,Free,0.0,Everyone,Art & Design;Action & Adventure,2018-03-07,1.0.0,4.1 and up
2114,L.O.L. Surprise Ball Pop,FAMILY,4.3,10088.0,,1000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-08,Varies with device,4.1 and up
2122,Robots Vs Zombies: Transform To Race And Fight,FAMILY,4.5,278.0,,100000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-07-11,3.49,4.2 and up
2144,Toddler Learning Games - Little Kids Games,FAMILY,4.2,731.0,,100000.0,Free,0.0,Everyone,Educational;Education,2018-07-28,3.7.2.7,4.2 and up
2150,Toca Builders,FAMILY,4.2,3328.0,,100000.0,Paid,3.99,Everyone,Education;Creativity,2017-07-13,Varies with device,Varies with device
2164,Chess School for Beginners,FAMILY,4.3,879.0,,100000.0,Free,0.0,Everyone,Board;Brain Games,2018-05-22,1.1.0,4.1 and up
2168,Children Educational Game Full,FAMILY,4.7,30.0,,1000.0,Paid,7.49,Everyone,Educational;Education,2018-05-16,Varies with device,Varies with device
2207,PlayKids - Educational cartoons and games for kids,FAMILY,4.1,182173.0,,10000000.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-07-30,Varies with device,Varies with device
2208,YouTube Kids,FAMILY,4.5,470713.0,,50000000.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-08-03,3.43.3,4.1 and up
2209,Fun Kid Racing - Motocross,FAMILY,4.1,59729.0,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-27,3.46,4.2 and up
2216,Duolingo: Learn Languages Free,FAMILY,4.7,6294397.0,,100000000.0,Free,0.0,Everyone,Education;Education,2018-08-01,Varies with device,Varies with device
2220,DisneyNOW – TV Shows & Games,FAMILY,4.3,82471.0,,5000000.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-07-05,Varies with device,4.4 and up
2223,Fun Kid Racing,FAMILY,4.0,79667.0,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-08-03,3.52,4.2 and up
2224,Learn to Read with Tommy Turtle,FAMILY,4.0,20763.0,,5000000.0,Free,0.0,Everyone,Educational;Education,2018-03-06,3.6.17,2.3 and up
2234,School of Dragons,FAMILY,4.1,530792.0,,10000000.0,Free,0.0,Everyone,Role Playing;Action & Adventure,2018-05-30,Varies with device,Varies with device
2240,Peak – Brain Games & Training,FAMILY,4.4,272321.0,,10000000.0,Free,0.0,Everyone,Education;Brain Games,2018-08-03,3.14.15,5.0 and up
2241,Minecraft,FAMILY,4.5,2376564.0,,10000000.0,Paid,6.99,Everyone 10+,Arcade;Action & Adventure,2018-07-24,1.5.2.1,Varies with device
2247,Journal Club: Medicine,MEDICAL,4.8,216.0,,10000.0,Paid,6.99,Everyone,Medical,2017-06-17,Varies with device,Varies with device
2260,VeinSeek,MEDICAL,2.5,79.0,,1000.0,Paid,3.99,Everyone,Medical,2017-12-06,Varies with device,Varies with device
2265,Arrhythmias and Dysrhythmias,MEDICAL,,3.0,24000000.0,500.0,Paid,1.0,Everyone,Medical,2016-01-24,1.0,4.2 and up
2276,Visual Anatomy 2,MEDICAL,4.4,576.0,,5000.0,Paid,2.49,Everyone,Medical,2017-08-05,Varies with device,Varies with device
2280,Advanced Comprehension Therapy,MEDICAL,,3.0,62000000.0,100.0,Paid,24.99,Everyone,Medical,2017-10-05,1.2,4.0.3 and up
2282,Breathing Zone,MEDICAL,4.6,319.0,,5000.0,Paid,3.99,Everyone,Medical,2018-03-06,Varies with device,Varies with device
2287,Menstrual Calendar Premium,MEDICAL,4.4,4207.0,,50000.0,Paid,3.99,Everyone,Medical,2013-07-26,Varies with device,Varies with device
2290,With Helper Pro Pill Reminder,MEDICAL,4.6,358.0,,5000.0,Paid,3.99,Everyone,Medical,2017-10-25,Varies with device,Varies with device
2291,Manage My Pain Pro,MEDICAL,4.4,726.0,,5000.0,Paid,3.99,Everyone,Medical,2018-03-05,Varies with device,Varies with device
2294,Number Therapy,MEDICAL,,0.0,5300000.0,50.0,Paid,14.99,Everyone,Medical,2017-10-03,1.0,4.0.3 and up
2304,MyChart,MEDICAL,4.2,19473.0,,1000000.0,Free,0.0,Everyone,Medical,2018-07-24,Varies with device,Varies with device
2306,CareZone,MEDICAL,4.4,27524.0,,1000000.0,Free,0.0,Everyone,Medical,2018-07-30,Varies with device,Varies with device
2312,Doctor On Demand,MEDICAL,4.7,18674.0,,1000000.0,Free,0.0,Everyone,Medical,2018-07-27,3.25.0,4.4 and up
2337,Delta Dental,MEDICAL,3.0,914.0,,100000.0,Free,0.0,Everyone,Medical,2018-07-17,4.6.0,5.0 and up
2338,Drugs.com Medication Guide,MEDICAL,4.4,15875.0,,1000000.0,Free,0.0,Everyone,Medical,2018-05-22,Varies with device,4.4 and up
2352,Mayo Clinic,MEDICAL,4.3,2218.0,,500000.0,Free,0.0,Everyone,Medical,2018-08-01,Varies with device,Varies with device
2354,Epocrates Plus,MEDICAL,4.3,23889.0,,1000000.0,Free,0.0,Everyone,Medical,2018-07-10,Varies with device,4.0 and up
2356,Free Blood Pressure,MEDICAL,,7.0,5700000.0,5000.0,Free,0.0,Everyone,Medical,2016-10-13,3.0.0,4.0.3 and up
2374,Diabetes:M,MEDICAL,4.6,15545.0,,100000.0,Free,0.0,Everyone,Medical,2018-08-01,6.1.3,Varies with device
2390,Language Therapy: Aphasia,MEDICAL,,10.0,28000000.0,1000.0,Paid,74.99,Everyone,Medical,2018-06-25,3.1.1,4.0.3 and up
2393,Free Hypnosis,MEDICAL,4.2,4303.0,,100000.0,Free,0.0,Everyone,Medical,2016-09-06,Varies with device,Varies with device
2398,Journal Club: Medicine,MEDICAL,4.8,216.0,,10000.0,Paid,6.99,Everyone,Medical,2017-06-17,Varies with device,Varies with device
2419,Advanced Comprehension Therapy,MEDICAL,,3.0,62000000.0,100.0,Paid,24.99,Everyone,Medical,2017-10-05,1.2,4.0.3 and up
2421,Dosecast - Medication Reminder,MEDICAL,4.3,4107.0,,100000.0,Free,0.0,Everyone,Medical,2018-04-17,Varies with device,Varies with device
2422,Visualmed,MEDICAL,,0.0,3100000.0,1.0,Paid,2.99,Everyone,Medical,2018-08-01,1.0,4.1 and up
2423,ABG Master,MEDICAL,,2.0,1800000.0,50.0,Paid,0.99,Everyone,Medical,2018-08-04,1.1,4.1 and up
2424,OrthoFlow,MEDICAL,,0.0,66000000.0,10.0,Paid,5.99,Everyone,Medical,2018-07-15,1.0.0,4.2 and up
2425,Be the Expert in Phlebotomy - Professional Nursing,MEDICAL,,0.0,5000000.0,1.0,Paid,0.99,Everyone,Medical,2018-07-24,1.0,4.0.3 and up
2430,Penn State Health OnDemand,MEDICAL,,0.0,40000000.0,50.0,Free,0.0,Everyone,Medical,2018-07-24,10.4.1.018_06,4.0.3 and up
2431,Breastfeeding Tracker Baby Log,MEDICAL,,6.0,23000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-20,1.3.5,5.0 and up
2432,Lego Ninjago Wallpaper,MEDICAL,,2.0,15000000.0,100.0,Free,0.0,Everyone,Medical,2018-08-02,1.2,3.0 and up
2433,RT 516 VET,MEDICAL,,0.0,29000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-13,300000.1.11,4.0.3 and up
2434,EXOGEN Connects (US),MEDICAL,,0.0,16000000.0,10.0,Free,0.0,Everyone,Medical,2018-08-01,1.0.1,4.1 and up
2435,Full Code - Emergency Medicine Simulation,MEDICAL,,0.0,65000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-23,2.0,5.0 and up
2436,Maricopa AH,MEDICAL,,0.0,29000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-16,300000.1.11,4.0.3 and up
2437,Dare EMS Protocols,MEDICAL,,0.0,20000000.0,10.0,Free,0.0,Everyone 10+,Medical,2018-07-26,1.8.3,4.1 and up
2438,Pediatric Emergency Guide,MEDICAL,,0.0,3800000.0,100.0,Free,0.0,Everyone,Medical,2018-07-09,3.1.1,4.4 and up
2439,Weill Cornell Medicine,MEDICAL,,0.0,19000000.0,50.0,Free,0.0,Everyone,Medical,2018-07-16,1.0.10,5.0 and up
2440,Doctors Care,MEDICAL,,0.0,25000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-24,2.0.0 (35717),4.4 and up
2441,PCOS Guide - Fight PCOS naturally,MEDICAL,,0.0,5100000.0,100.0,Free,0.0,Everyone,Medical,2018-08-04,1.0,5.0 and up
2442,EVA - Menstrual calendar and fertility,MEDICAL,,25.0,16000000.0,1000.0,Free,0.0,Everyone,Medical,2018-08-02,1.1,4.1 and up
2443,Hello Face,MEDICAL,,0.0,1500000.0,10.0,Free,0.0,Everyone,Medical,2018-07-31,1.0,4.4 and up
2446,Diabetes Testing,MEDICAL,,1.0,3600000.0,500.0,Free,0.0,Mature 17+,Medical,2018-07-26,1.0,4.0.3 and up
2447,GGDE: Prevent & Beat Depression Symptoms,MEDICAL,,2.0,20000000.0,50.0,Free,0.0,Everyone,Medical,2018-07-24,2.01.12,4.0 and up
2449,Jaylex,MEDICAL,,0.0,13000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-30,1.2.3-DEBUG,4.2 and up
2451,Clinical Pharmacology,MEDICAL,,0.0,3600000.0,10.0,Free,0.0,Everyone,Medical,2018-08-01,1.0,4.1 and up
2453,Smartshading AI,MEDICAL,,0.0,10000000.0,10.0,Free,0.0,Everyone,Medical,2018-06-21,1.0,4.1 and up
2456,Eversense,MEDICAL,,3.0,17000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-18,2.0.101,4.4 and up
2460,Drug Calculator,MEDICAL,,0.0,4600000.0,10.0,Free,0.0,Everyone,Medical,2018-07-27,1.0,4.4 and up
2461,HACH Cares,MEDICAL,,0.0,28000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-25,300000.1.11,4.0.3 and up
2462,WAH 247,MEDICAL,,0.0,29000000.0,1.0,Free,0.0,Everyone,Medical,2018-07-20,300000.1.11,4.0.3 and up
2465,ear super hearing,MEDICAL,,0.0,1400000.0,5.0,Free,0.0,Everyone,Medical,2018-07-31,1.0 Super Ear Hearing,4.0 and up
2466,Traditional Chinese Medicine Fangfang Liangfang Daquan - Practical and ancient Chinese medicine and old prescriptions for the treatment of various incurable diseases,MEDICAL,,1.0,12000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-21,1.0.0,4.0 and up
2467,COPD GOLD 2017,MEDICAL,,5.0,2200000.0,10.0,Free,0.0,Everyone,Medical,2018-07-13,1.0,4.0 and up
2468,Summit Medical Video Visits,MEDICAL,,0.0,27000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-12,1.1.1,4.1 and up
2469,ExtendedCare Virtual Care Room,MEDICAL,,0.0,18000000.0,5.0,Free,0.0,Everyone,Medical,2018-07-30,1.0,5.1 and up
2470,Lord Fairfax EMS Council,MEDICAL,,0.0,30000000.0,50.0,Free,0.0,Everyone,Medical,2018-07-17,1,4.0.3 and up
2471,MyWoundDoctor - Provider,MEDICAL,,0.0,3500000.0,1.0,Free,0.0,Everyone,Medical,2018-07-27,1.2.1,5.0 and up
2473,Warfarin Dose Calculator,MEDICAL,,0.0,6900000.0,50.0,Free,0.0,Everyone,Medical,2018-07-15,3.0.0,4.1 and up
2474,Renesas PMA,MEDICAL,,0.0,6600000.0,5.0,Free,0.0,Everyone,Medical,2018-07-18,1.2.9,4.4 and up
2478,4 Paws PH,MEDICAL,,1.0,29000000.0,5.0,Free,0.0,Everyone,Medical,2018-07-25,300000.1.11,4.0.3 and up
2479,high cholesterol levels,MEDICAL,,0.0,3300000.0,100.0,Free,0.0,Everyone,Medical,2018-07-23,1.0,4.1 and up
2480,Thyroid Nodules,MEDICAL,,0.0,20000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-14,1.0,4.3 and up
2481,Training course: Learn Nursing,MEDICAL,,0.0,7000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-08,1.0.0,4.1 and up
2483,14thStreetVet,MEDICAL,,0.0,29000000.0,5.0,Free,0.0,Everyone,Medical,2018-07-16,300000.1.11,4.0.3 and up
2485,OMD Protocols,MEDICAL,,0.0,,10.0,Free,0.0,Everyone,Medical,2018-07-27,1.0,Varies with device
2485,OMD Protocols,MEDICAL,,0.0,,10.0,Free,0.0,Everyone,Medical,2018-07-27,1.0,Varies with device
2498,Penn State Health OnDemand,MEDICAL,,0.0,40000000.0,50.0,Free,0.0,Everyone,Medical,2018-07-24,10.4.1.018_06,4.0.3 and up
2501,HHS,MEDICAL,,0.0,4300000.0,500.0,Free,0.0,Everyone,Medical,2017-05-30,Initial,4.0 and up
2502,Free Blood Pressure,MEDICAL,,7.0,5700000.0,5000.0,Free,0.0,Everyone,Medical,2016-10-13,3.0.0,4.0.3 and up
2503,Every disease has a drug without internet,MEDICAL,,44.0,4000000.0,10000.0,Free,0.0,Everyone,Medical,2018-04-24,1.0,4.1 and up
2513,Blood Pressure,MEDICAL,,10.0,2400000.0,1000.0,Free,0.0,Everyone,Medical,2015-03-14,1.0,2.3 and up
2516,RT 516 VET,MEDICAL,,0.0,29000000.0,10.0,Free,0.0,Everyone,Medical,2018-07-13,300000.1.11,4.0.3 and up
2520,myvi by,MEDICAL,3.8,122.0,,10000.0,Free,0.0,Everyone,Medical,2018-08-03,Varies with device,Varies with device
2529,Breastfeeding Tracker Baby Log,MEDICAL,,6.0,23000000.0,100.0,Free,0.0,Everyone,Medical,2018-07-20,1.3.5,5.0 and up
2540,PatientPORTAL by InteliChart,MEDICAL,,1.0,32000000.0,500.0,Free,0.0,Everyone,Medical,2018-05-24,1.0.1,5.0 and up
2544,Facebook,SOCIAL,4.1,78158306.0,,1000000000.0,Free,0.0,Teen,Social,2018-08-03,Varies with device,Varies with device
2545,Instagram,SOCIAL,4.5,66577313.0,,1000000000.0,Free,0.0,Teen,Social,2018-07-31,Varies with device,Varies with device
2546,Facebook Lite,SOCIAL,4.3,8606259.0,,500000000.0,Free,0.0,Teen,Social,2018-08-01,Varies with device,Varies with device
2548,Tumblr,SOCIAL,4.4,2955326.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-01,Varies with device,Varies with device
2550,Snapchat,SOCIAL,4.0,17014787.0,,500000000.0,Free,0.0,Teen,Social,2018-07-30,Varies with device,Varies with device
2552,Pinterest,SOCIAL,4.6,4305441.0,,100000000.0,Free,0.0,Teen,Social,2018-08-03,Varies with device,Varies with device
2553,TextNow - free text + calls,SOCIAL,4.4,441189.0,,10000000.0,Free,0.0,Everyone,Social,2018-08-03,Varies with device,Varies with device
2554,Google+,SOCIAL,4.2,4831125.0,,1000000000.0,Free,0.0,Teen,Social,2018-07-26,Varies with device,Varies with device
2558,Telegram X,SOCIAL,4.6,70616.0,,5000000.0,Free,0.0,Teen,Social,2018-07-27,Varies with device,Varies with device
2565,"LiveMe - Video chat, new friends, and make money",SOCIAL,4.5,457197.0,,10000000.0,Free,0.0,Teen,Social,2018-08-03,Varies with device,Varies with device
2572,Facebook Local,SOCIAL,4.2,4751.0,,1000000.0,Free,0.0,Teen,Social,2018-06-30,13.0,4.1 and up
2574,MobilePatrol Public Safety App,SOCIAL,4.0,22695.0,,1000000.0,Free,0.0,Everyone 10+,Social,2018-06-21,Varies with device,Varies with device
2579,Quora,SOCIAL,4.5,313633.0,,10000000.0,Free,0.0,Teen,Social,2018-07-25,Varies with device,Varies with device
2581,Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146.0,,1000000.0,Free,0.0,Everyone,Social,2018-07-27,Varies with device,4.0.3 and up
2582,LinkedIn,SOCIAL,4.2,1225339.0,,100000000.0,Free,0.0,Everyone,Social,2018-08-02,4.1.202,5.0 and up
2584,"Text Me: Text Free, Call Free, Second Phone Number",SOCIAL,4.3,344921.0,,10000000.0,Free,0.0,Everyone,Social,2018-06-07,Varies with device,Varies with device
2586,Text Free: WiFi Calling App,SOCIAL,4.2,83488.0,,5000000.0,Free,0.0,Everyone,Social,2018-07-24,Varies with device,Varies with device
2587,TextNow - free text + calls,SOCIAL,4.4,441189.0,,10000000.0,Free,0.0,Everyone,Social,2018-08-03,Varies with device,Varies with device
2588,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-02,Varies with device,Varies with device
2589,Text free - Free Text + Call,SOCIAL,4.3,315441.0,,10000000.0,Free,0.0,Everyone,Social,2018-07-26,Varies with device,Varies with device
2592,Tango - Live Video Broadcast,SOCIAL,4.3,3806669.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-01,Varies with device,Varies with device
2594,"Tagged - Meet, Chat & Dating",SOCIAL,4.1,486824.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-06-21,Varies with device,Varies with device
2596,"SayHi Chat, Meet New People",SOCIAL,4.2,423105.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-07-09,Varies with device,Varies with device
2597,Whisper,SOCIAL,4.1,205803.0,,5000000.0,Free,0.0,Teen,Social,2018-07-18,Varies with device,Varies with device
2598,"Tapatalk - 100,000+ Forums",SOCIAL,4.1,285816.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-06-19,Varies with device,Varies with device
2599,Tumblr,SOCIAL,4.4,2955325.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-01,Varies with device,Varies with device
2601,Bloglovin',SOCIAL,3.9,8936.0,,500000.0,Free,0.0,Everyone,Social,2017-05-18,Varies with device,Varies with device
2603,Snapchat,SOCIAL,4.0,17014705.0,,500000000.0,Free,0.0,Teen,Social,2018-07-30,Varies with device,Varies with device
2604,Instagram,SOCIAL,4.5,66577446.0,,1000000000.0,Free,0.0,Teen,Social,2018-07-31,Varies with device,Varies with device
2605,TwitCasting Live,SOCIAL,3.6,14835.0,,1000000.0,Free,0.0,Teen,Social,2018-08-02,Varies with device,Varies with device
2606,Stream - Live Video Community,SOCIAL,4.1,6388.0,,500000.0,Free,0.0,Teen,Social,2017-12-05,Varies with device,Varies with device
2610,Snapchat,SOCIAL,4.0,17015352.0,,500000000.0,Free,0.0,Teen,Social,2018-07-30,Varies with device,Varies with device
2611,Instagram,SOCIAL,4.5,66577313.0,,1000000000.0,Free,0.0,Teen,Social,2018-07-31,Varies with device,Varies with device
2612,Pinterest,SOCIAL,4.6,4305441.0,,100000000.0,Free,0.0,Teen,Social,2018-08-03,Varies with device,Varies with device
2614,"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064049.0,,50000000.0,Free,0.0,Mature 17+,Social,2018-07-28,Varies with device,Varies with device
2616,We Heart It,SOCIAL,4.5,637309.0,,10000000.0,Free,0.0,Teen,Social,2018-07-18,Varies with device,Varies with device
2620,Frontback - Social Photos,SOCIAL,3.8,19446.0,,1000000.0,Free,0.0,Mature 17+,Social,2017-12-01,3.4.5,4.0.3 and up
2621,LinkedIn,SOCIAL,4.2,1225367.0,,100000000.0,Free,0.0,Everyone,Social,2018-08-02,4.1.202,5.0 and up
2622,Path,SOCIAL,4.4,1520959.0,,10000000.0,Free,0.0,Teen,Social,2018-05-09,Varies with device,Varies with device
2623,Tango - Live Video Broadcast,SOCIAL,4.3,3806669.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-01,Varies with device,Varies with device
2624,"SayHi Chat, Meet New People",SOCIAL,4.2,423138.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-07-09,Varies with device,Varies with device
2625,"Tapatalk - 100,000+ Forums",SOCIAL,4.1,285820.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-06-19,Varies with device,Varies with device
2627,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-02,Varies with device,Varies with device
2629,POF Free Dating App,SOCIAL,4.2,1175794.0,,50000000.0,Free,0.0,Mature 17+,Social,2018-07-31,Varies with device,Varies with device
2635,Text Free: WiFi Calling App,SOCIAL,4.2,83488.0,,5000000.0,Free,0.0,Everyone,Social,2018-07-24,Varies with device,Varies with device
2636,Zello PTT Walkie Talkie,SOCIAL,4.4,695613.0,,50000000.0,Free,0.0,Everyone,Social,2018-08-02,Varies with device,Varies with device
2638,magicApp Calling & Messaging,SOCIAL,4.1,207712.0,,10000000.0,Free,0.0,Everyone,Social,2018-06-09,4.18.962.5,2.3 and up
2639,"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-07-23,Varies with device,Varies with device
2642,POF Free Dating App,SOCIAL,4.2,1175815.0,,50000000.0,Free,0.0,Mature 17+,Social,2018-07-31,Varies with device,Varies with device
2644,"Tagged - Meet, Chat & Dating",SOCIAL,4.1,486830.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-06-21,Varies with device,Varies with device
2646,"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064076.0,,50000000.0,Free,0.0,Mature 17+,Social,2018-07-28,Varies with device,Varies with device
2647,Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,,100000000.0,Free,0.0,Mature 17+,Social,2018-08-02,Varies with device,Varies with device
2650,"SayHi Chat, Meet New People",SOCIAL,4.2,423138.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-07-09,Varies with device,Varies with device
2651,"Waplog - Free Chat, Dating App, Meet Singles",SOCIAL,4.2,522018.0,,10000000.0,Free,0.0,Mature 17+,Social,2018-08-02,Varies with device,Varies with device
2656,OfferUp - Buy. Sell. Offer Up,SHOPPING,4.6,591312.0,,10000000.0,Free,0.0,Everyone,Shopping,2018-08-03,Varies with device,Varies with device
2660,"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606.0,,100000000.0,Free,0.0,Teen,Shopping,2018-08-06,Varies with device,Varies with device
2661,Walmart,SHOPPING,4.4,441473.0,,10000000.0,Free,0.0,Everyone,Shopping,2018-07-30,Varies with device,Varies with device
2662,eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923.0,,100000000.0,Free,0.0,Teen,Shopping,2018-07-30,Varies with device,Varies with device
2665,Lazada - Online Shopping & Deals,SHOPPING,4.2,1573054.0,,50000000.0,Free,0.0,Everyone,Shopping,2018-08-02,Varies with device,4.2 and up
2668,Flipp - Weekly Shopping,SHOPPING,4.6,85858.0,,10000000.0,Free,0.0,Everyone,Shopping,2018-07-30,Varies with device,Varies with device
2674,The birth,SHOPPING,4.7,1084945.0,,50000000.0,Free,0.0,Teen,Shopping,2018-08-03,Varies with device,Varies with device
2678,bigbasket - online grocery,SHOPPING,4.3,216741.0,,5000000.0,Free,0.0,Everyone,Shopping,2018-08-06,4.6.0,4.1 and up
2684,Mercado Libre: Find your favorite brands,SHOPPING,4.7,3860225.0,,50000000.0,Free,0.0,Everyone,Shopping,2018-08-03,Varies with device,Varies with device
2685,"Carousell: Snap-Sell, Chat-Buy",SHOPPING,4.3,125783.0,,10000000.0,Free,0.0,Teen,Shopping,2018-08-06,Varies with device,Varies with device
2688,"Real Estate, Car, Shopping and Others",SHOPPING,4.3,568273.0,,10000000.0,Free,0.0,Everyone,Shopping,2018-08-04,Varies with device,Varies with device
2693,Myntra Online Shopping App,SHOPPING,4.3,1315242.0,,50000000.0,Free,0.0,Everyone,Shopping,2018-07-21,3.27.1,4.1 and up
2698,Flipkart Online Shopping App,SHOPPING,4.4,6012719.0,,100000000.0,Free,0.0,Teen,Shopping,2018-08-06,Varies with device,Varies with device
2699,Sam's Club: Wholesale Shopping & Instant Savings,SHOPPING,4.3,45362.0,,5000000.0,Free,0.0,Everyone,Shopping,2018-07-20,Varies with device,Varies with device
2701,Rossmann PL,SHOPPING,4.0,15867.0,,5000000.0,Free,0.0,Everyone,Shopping,2018-08-06,Varies with device,4.0.3 and up
2704,Extreme Coupon Finder,SHOPPING,4.1,11798.0,,1000000.0,Free,0.0,Everyone,Shopping,2018-05-10,Varies with device,Varies with device
2706,Checkout 51: Grocery coupons,SHOPPING,4.1,52896.0,,10000000.0,Free,0.0,Everyone,Shopping,2018-06-18,Varies with device,Varies with device
